id,guid,mapId,pos,type,x,z,yaw,args
1037679,11037679,18007,18|7,4,1886,791,0,1105
1037713,11037713,18007,18|7,4,1872,706,90,1105
1037714,11037714,18007,18|7,4,1880,738,90,1103
1037715,11037715,18007,18|7,4,1872,754,90,1104
1037716,11037716,18007,18|7,4,1873,770,270,1104
1037755,11037755,18007,18|7,4,1866,712,180,1004
1037756,11037756,18007,18|7,4,1859,720,90,1006
1037792,11037792,18007,18|7,4,1853,723,270,1104
1037793,11037793,18007,18|7,4,1854,736,270,1106
1037794,11037794,18007,18|7,4,1848,761,0,1305
1037831,11037831,18007,18|7,4,1843,772,90,1305
1037832,11037832,18007,18|7,4,1840,783,90,1005
1037868,11037868,18007,18|7,4,1830,711,270,1103
1037869,11037869,18007,18|7,4,1825,716,180,1306
1037870,11037870,18007,18|7,4,1824,760,270,1204
1037871,11037871,18007,18|7,4,1823,771,90,1007
1037872,11037872,18007,18|7,4,1828,782,0,1204
1037908,11037908,18007,18|7,4,1817,721,0,1104
1037909,11037909,18007,18|7,4,1815,758,90,1004
1037910,11037910,18007,18|7,4,1815,766,90,1104
1037947,11037947,18007,18|7,4,1804,781,90,1004
1040901,11040901,18007,18|7,4,1844,759,0,1205
1040911,11040911,18007,18|7,4,1806,745,180,1004
1040912,11040912,18007,18|7,4,1800,760,180,1204
1041304,11041304,18007,18|7,4,1859,775,180,1305
1041503,11041503,18007,18|7,4,1866,763,0,1004
1041505,11041505,18007,18|7,4,1836,738,180,1204
1041805,11041805,18007,18|7,4,1835,741,180,1306
1041842,11041842,18007,18|7,4,1816,705,180,1206
7701,11041891,18007,18|7,18,1865,793,-90,301001
1000234,11000234,19007,19|7,4,1999,731,270,1004
1000267,11000267,19007,19|7,4,1994,700,180,1104
1000268,11000268,19007,19|7,4,1987,742,180,1007
1000269,11000269,19007,19|7,4,1990,751,180,1204
1000270,11000270,19007,19|7,4,1989,772,0,1305
1000271,11000271,19007,19|7,4,1993,787,90,1004
1000298,11000298,19007,19|7,4,1981,709,90,1203
1000299,11000299,19007,19|7,4,1974,728,180,1203
1000300,11000300,19007,19|7,4,1974,741,180,1206
1000301,11000301,19007,19|7,4,1981,779,180,1205
1000336,11000336,19007,19|7,4,1969,727,270,1306
1000337,11000337,19007,19|7,4,1967,792,180,1104
1000370,11000370,19007,19|7,4,1950,707,270,1104
1000371,11000371,19007,19|7,4,1953,744,270,1105
1000372,11000372,19007,19|7,4,1951,754,90,1305
1000373,11000373,19007,19|7,4,1951,768,0,1204
1000410,11000410,19007,19|7,4,1945,739,270,1107
1000411,11000411,19007,19|7,4,1938,790,0,1207
1000444,11000444,19007,19|7,4,1928,795,180,1203
1000473,11000473,19007,19|7,4,1920,717,270,1005
1000474,11000474,19007,19|7,4,1918,771,90,1306
1000501,11000501,19007,19|7,4,1901,702,270,1202
1000502,11000502,19007,19|7,4,1900,725,90,1003
1000503,11000503,19007,19|7,4,1906,754,0,1104
1003740,11003740,19007,19|7,4,1983,791,180,1204
1003745,11003745,19007,19|7,4,1970,719,0,1004
1003746,11003746,19007,19|7,4,1968,757,270,1204
1003757,11003757,19007,19|7,4,1943,707,0,1004
1003762,11003762,19007,19|7,4,1926,776,0,1004
1003768,11003768,19007,19|7,4,1919,701,0,1005
1003773,11003773,19007,19|7,4,1906,716,0,1205
1003774,11003774,19007,19|7,4,1900,742,0,1104
1003775,11003775,19007,19|7,4,1904,781,180,1003
1004195,11004195,19007,19|7,4,1993,714,270,1105
1004200,11004200,19007,19|7,4,1970,769,270,1203
1004205,11004205,19007,19|7,4,1955,719,90,1006
1004530,11004530,19007,19|7,4,1981,768,270,1104
1004760,11004760,19007,19|7,4,1969,739,90,1202
1004783,11004783,19007,19|7,4,1921,778,270,1004
1005073,11005073,19007,19|7,4,1993,732,90,1204
1005074,11005074,19007,19|7,4,1988,745,0,1102
1005075,11005075,19007,19|7,4,1991,754,0,1104
1005099,11005099,19007,19|7,4,1982,712,0,1106
1005100,11005100,19007,19|7,4,1983,721,180,1104
1005101,11005101,19007,19|7,4,1975,731,90,1006
1005102,11005102,19007,19|7,4,1975,744,0,1305
1005103,11005103,19007,19|7,4,1982,782,0,1106
1005138,11005138,19007,19|7,4,1970,730,180,1205
1005139,11005139,19007,19|7,4,1968,795,0,1305
1005174,11005174,19007,19|7,4,1950,732,180,1204
1005175,11005175,19007,19|7,4,1954,747,180,1204
1005176,11005176,19007,19|7,4,1952,771,0,1003
1005205,11005205,19007,19|7,4,1941,759,270,1204
1005206,11005206,19007,19|7,4,1945,772,180,1104
1005207,11005207,19007,19|7,4,1943,779,0,1005
1005208,11005208,19007,19|7,4,1939,793,0,1203
1005241,11005241,19007,19|7,4,1934,745,180,1204
1005242,11005242,19007,19|7,4,1934,755,90,1104
1005265,11005265,19007,19|7,4,1919,749,0,1306
1005266,11005266,19007,19|7,4,1919,774,180,1004
1005267,11005267,19007,19|7,4,1920,791,270,1305
1005293,11005293,19007,19|7,4,1901,728,180,1104
1005294,11005294,19007,19|7,4,1907,757,0,1104
1005295,11005295,19007,19|7,4,1904,790,90,1106
1008568,11008568,19007,19|7,4,1984,794,180,1007
1008572,11008572,19007,19|7,4,1971,722,0,1204
1008573,11008573,19007,19|7,4,1969,760,180,1006
1008582,11008582,19007,19|7,4,1946,738,90,1203
1008586,11008586,19007,19|7,4,1927,779,270,1204
1008592,11008592,19007,19|7,4,1920,704,90,1104
1008597,11008597,19007,19|7,4,1901,745,90,1204
1008598,11008598,19007,19|7,4,1907,773,0,1205
1008599,11008599,19007,19|7,4,1905,784,180,1206
1009025,11009025,19007,19|7,4,1971,772,180,1006
1009248,11009248,19007,19|7,4,1971,783,0,1305
1009579,11009579,19007,19|7,4,1970,742,0,1204
1009599,11009599,19007,19|7,4,1922,781,270,1107
1009875,11009875,19007,19|7,4,1992,702,180,1104
1009876,11009876,19007,19|7,4,1988,747,90,1104
1009877,11009877,19007,19|7,4,1991,756,270,1005
1009878,11009878,19007,19|7,4,1990,777,180,1104
1009879,11009879,19007,19|7,4,1990,783,0,1204
1009880,11009880,19007,19|7,4,1994,792,90,1105
1009908,11009908,19007,19|7,4,1982,700,0,1004
1009909,11009909,19007,19|7,4,1982,714,0,1004
1009910,11009910,19007,19|7,4,1975,746,180,1206
1009943,11009943,19007,19|7,4,1970,732,90,1102
1009944,11009944,19007,19|7,4,1968,797,180,1204
1009977,11009977,19007,19|7,4,1951,712,0,1104
1009978,11009978,19007,19|7,4,1954,749,270,1105
1009979,11009979,19007,19|7,4,1952,773,90,1206
1010016,11010016,19007,19|7,4,1946,744,180,1104
1010017,11010017,19007,19|7,4,1945,774,180,1204
1010018,11010018,19007,19|7,4,1943,781,0,1106
1010075,11010075,19007,19|7,4,1919,751,0,1004
1010076,11010076,19007,19|7,4,1914,757,0,1104
1010077,11010077,19007,19|7,4,1920,793,90,1007
1010106,11010106,19007,19|7,4,1901,730,0,1005
1010107,11010107,19007,19|7,4,1907,759,180,1204
1013376,11013376,19007,19|7,4,1984,796,270,1204
1013384,11013384,19007,19|7,4,1971,724,180,1204
1013395,11013395,19007,19|7,4,1927,781,90,1307
1013405,11013405,19007,19|7,4,1920,706,90,1203
1013413,11013413,19007,19|7,4,1907,721,90,1103
1013414,11013414,19007,19|7,4,1901,747,270,1204
1013415,11013415,19007,19|7,4,1907,775,180,1306
1013416,11013416,19007,19|7,4,1905,786,270,1206
1013810,11013810,19007,19|7,4,1994,719,90,1203
1013815,11013815,19007,19|7,4,1956,724,270,1204
1014026,11014026,19007,19|7,4,1971,785,0,1206
1014134,11014134,19007,19|7,4,1982,773,270,1104
1014346,11014346,19007,19|7,4,1970,744,90,1204
1014374,11014374,19007,19|7,4,1922,783,270,1205
1014641,11014641,19007,19|7,4,1992,700,180,1005
1014642,11014642,19007,19|7,4,1990,729,0,1102
1014643,11014643,19007,19|7,4,1985,742,180,1004
1014644,11014644,19007,19|7,4,1987,772,270,1007
1014645,11014645,19007,19|7,4,1987,778,0,1102
1014646,11014646,19007,19|7,4,1991,787,270,1004
1014666,11014666,19007,19|7,4,1979,709,0,1105
1014667,11014667,19007,19|7,4,1980,718,270,1107
1014668,11014668,19007,19|7,4,1972,728,270,1205
1014669,11014669,19007,19|7,4,1972,741,270,1203
1014670,11014670,19007,19|7,4,1979,779,0,1204
1014704,11014704,19007,19|7,4,1965,792,180,1204
1014737,11014737,19007,19|7,4,1948,707,270,1203
1014738,11014738,19007,19|7,4,1951,744,270,1104
1014739,11014739,19007,19|7,4,1949,754,0,1305
1014740,11014740,19007,19|7,4,1949,768,90,1006
1014741,11014741,19007,19|7,4,1955,790,180,1004
1014770,11014770,19007,19|7,4,1943,739,180,1004
1014771,11014771,19007,19|7,4,1938,756,180,1204
1014772,11014772,19007,19|7,4,1942,769,0,1004
1014802,11014802,19007,19|7,4,1931,742,90,1004
1014803,11014803,19007,19|7,4,1931,752,0,1307
1014804,11014804,19007,19|7,4,1926,795,90,1106
1014836,11014836,19007,19|7,4,1918,717,270,1003
1014837,11014837,19007,19|7,4,1916,746,180,1206
1014838,11014838,19007,19|7,4,1911,752,0,1204
1014839,11014839,19007,19|7,4,1917,788,90,1105
1017645,11017645,19007,19|7,4,1981,791,90,1004
1017651,11017651,19007,19|7,4,1969,707,0,1005
1017652,11017652,19007,19|7,4,1966,757,180,1005
1017662,11017662,19007,19|7,4,1941,707,0,1203
1017671,11017671,19007,19|7,4,1917,701,0,1004
1017679,11017679,19007,19|7,4,1902,781,180,1105
1018026,11018026,19007,19|7,4,1991,714,90,1104
1018033,11018033,19007,19|7,4,1953,719,90,1104
1018211,11018211,19007,19|7,4,1968,780,0,1004
1018313,11018313,19007,19|7,4,1979,768,270,1004
1018441,11018441,19007,19|7,4,1919,726,90,1004
1018506,11018506,19007,19|7,4,1967,739,90,1204
1018783,11018783,19007,19|7,4,1997,734,270,1104
1018814,11018814,19007,19|7,4,1989,700,180,1104
1018815,11018815,19007,19|7,4,1992,703,0,1205
1018816,11018816,19007,19|7,4,1990,732,270,1205
1018817,11018817,19007,19|7,4,1985,745,90,1005
1018818,11018818,19007,19|7,4,1988,754,180,1206
1018819,11018819,19007,19|7,4,1987,775,0,1104
1018820,11018820,19007,19|7,4,1991,790,270,1306
1018851,11018851,19007,19|7,4,1979,712,270,1305
1018852,11018852,19007,19|7,4,1980,721,180,1305
1018853,11018853,19007,19|7,4,1972,731,180,1006
1018854,11018854,19007,19|7,4,1972,744,0,1104
1018886,11018886,19007,19|7,4,1967,730,0,1004
1018922,11018922,19007,19|7,4,1948,710,0,1305
1018923,11018923,19007,19|7,4,1949,771,90,1105
1018924,11018924,19007,19|7,4,1948,786,90,1306
1018925,11018925,19007,19|7,4,1955,793,90,1004
1018956,11018956,19007,19|7,4,1938,759,180,1306
1018957,11018957,19007,19|7,4,1942,772,180,1103
1018958,11018958,19007,19|7,4,1936,793,270,1104
1018992,11018992,19007,19|7,4,1931,745,180,1202
1018993,11018993,19007,19|7,4,1930,770,90,1105
1019023,11019023,19007,19|7,4,1918,720,90,1103
1019024,11019024,19007,19|7,4,1916,749,90,1004
1019025,11019025,19007,19|7,4,1911,755,0,1105
1019026,11019026,19007,19|7,4,1916,774,180,1105
1019027,11019027,19007,19|7,4,1917,791,90,1105
1019064,11019064,19007,19|7,4,1901,790,0,1103
1022367,11022367,19007,19|7,4,1981,794,0,1203
1022371,11022371,19007,19|7,4,1969,710,270,1205
1022372,11022372,19007,19|7,4,1968,722,90,1203
1022381,11022381,19007,19|7,4,1943,738,0,1004
1022398,11022398,19007,19|7,4,1904,719,180,1306
1022399,11022399,19007,19|7,4,1904,773,0,1305
1022799,11022799,19007,19|7,4,1991,717,0,1204
1022809,11022809,19007,19|7,4,1953,722,270,1104
1023013,11023013,19007,19|7,4,1968,783,90,1104
1023132,11023132,19007,19|7,4,1979,771,0,1204
1023349,11023349,19007,19|7,4,1967,742,0,1104
1023373,11023373,19007,19|7,4,1919,781,270,1307
1023648,11023648,19007,19|7,4,1991,734,0,1005
1023649,11023649,19007,19|7,4,1986,747,90,1204
1023678,11023678,19007,19|7,4,1980,700,0,1004
1023679,11023679,19007,19|7,4,1980,714,270,1204
1023680,11023680,19007,19|7,4,1981,723,90,1305
1023681,11023681,19007,19|7,4,1973,733,180,1204
1023682,11023682,19007,19|7,4,1974,761,180,1204
1023683,11023683,19007,19|7,4,1980,784,90,1102
1023719,11023719,19007,19|7,4,1968,732,0,1204
1023720,11023720,19007,19|7,4,1966,797,90,1105
1023754,11023754,19007,19|7,4,1949,712,0,1104
1023755,11023755,19007,19|7,4,1948,734,90,1104
1023756,11023756,19007,19|7,4,1952,749,180,1104
1023757,11023757,19007,19|7,4,1950,759,270,1306
1023758,11023758,19007,19|7,4,1950,773,0,1204
1023759,11023759,19007,19|7,4,1949,788,270,1006
1023760,11023760,19007,19|7,4,1956,795,0,1104
1023794,11023794,19007,19|7,4,1939,761,270,1306
1023795,11023795,19007,19|7,4,1943,774,90,1204
1023828,11023828,19007,19|7,4,1932,747,270,1204
1023829,11023829,19007,19|7,4,1931,772,180,1102
1023852,11023852,19007,19|7,4,1919,722,90,1103
1023853,11023853,19007,19|7,4,1917,751,0,1105
1023854,11023854,19007,19|7,4,1912,757,270,1104
1023855,11023855,19007,19|7,4,1917,776,90,1007
1023856,11023856,19007,19|7,4,1918,793,270,1005
1027149,11027149,19007,19|7,4,1982,796,0,1105
1027155,11027155,19007,19|7,4,1970,712,90,1006
1027156,11027156,19007,19|7,4,1967,762,180,1106
1027167,11027167,19007,19|7,4,1944,740,180,1105
1027177,11027177,19007,19|7,4,1918,706,90,1202
1027184,11027184,19007,19|7,4,1905,721,180,1204
1027185,11027185,19007,19|7,4,1905,775,180,1106
1027186,11027186,19007,19|7,4,1903,786,90,1104
1027617,11027617,19007,19|7,4,1992,719,90,1104
1027626,11027626,19007,19|7,4,1954,724,270,1204
1028102,11028102,19007,19|7,4,1920,731,180,1104
1028169,11028169,19007,19|7,4,1968,744,270,1105
1028426,11028426,19007,19|7,4,1996,731,270,1204
1028452,11028452,19007,19|7,4,1987,751,0,1006
1028453,11028453,19007,19|7,4,1986,778,0,1305
1028454,11028454,19007,19|7,4,1990,787,0,1204
1028482,11028482,19007,19|7,4,1978,709,180,1104
1028483,11028483,19007,19|7,4,1971,741,90,1104
1028484,11028484,19007,19|7,4,1972,756,0,1204
1028514,11028514,19007,19|7,4,1966,727,90,1004
1028546,11028546,19007,19|7,4,1947,707,90,1205
1028547,11028547,19007,19|7,4,1950,744,180,1004
1028548,11028548,19007,19|7,4,1948,754,90,1104
1028549,11028549,19007,19|7,4,1948,768,180,1204
1028550,11028550,19007,19|7,4,1947,783,90,1004
1028551,11028551,19007,19|7,4,1954,790,0,1104
1028582,11028582,19007,19|7,4,1941,769,180,1204
1028583,11028583,19007,19|7,4,1939,776,270,1104
1028584,11028584,19007,19|7,4,1935,790,270,1107
1028615,11028615,19007,19|7,4,1930,742,270,1004
1028648,11028648,19007,19|7,4,1910,752,0,1002
1028649,11028649,19007,19|7,4,1915,771,0,1106
1028681,11028681,19007,19|7,4,1900,787,180,1204
1031468,11031468,19007,19|7,4,1980,791,90,1006
1031473,11031473,19007,19|7,4,1968,707,0,1203
1031474,11031474,19007,19|7,4,1965,757,180,1305
1031479,11031479,19007,19|7,4,1940,707,180,1006
1031495,11031495,19007,19|7,4,1903,770,180,1104
1031496,11031496,19007,19|7,4,1901,781,270,1306
1031858,11031858,19007,19|7,4,1990,714,90,1006
1031863,11031863,19007,19|7,4,1967,769,180,1204
1032023,11032023,19007,19|7,4,1998,788,180,1005
1032024,11032024,19007,19|7,4,1967,780,90,1004
1032126,11032126,19007,19|7,4,1978,768,180,1206
1032317,11032317,19007,19|7,4,1966,739,180,1004
1032581,11032581,19007,19|7,4,1999,704,90,1104
1032582,11032582,19007,19|7,4,1995,734,180,1306
1032612,11032612,19007,19|7,4,1987,700,0,1105
1032613,11032613,19007,19|7,4,1988,732,0,1004
1032614,11032614,19007,19|7,4,1983,745,0,1107
1032615,11032615,19007,19|7,4,1986,754,270,1206
1032616,11032616,19007,19|7,4,1985,781,90,1004
1032641,11032641,19007,19|7,4,1978,721,90,1204
1032643,11032643,19007,19|7,4,1977,782,0,1104
1032675,11032675,19007,19|7,4,1965,730,0,1104
1032708,11032708,19007,19|7,4,1949,747,90,1104
1032709,11032709,19007,19|7,4,1946,786,90,1202
1032710,11032710,19007,19|7,4,1953,793,0,1104
1032740,11032740,19007,19|7,4,1941,742,270,1203
1032741,11032741,19007,19|7,4,1936,759,270,1205
1032742,11032742,19007,19|7,4,1940,772,270,1105
1032743,11032743,19007,19|7,4,1938,779,90,1306
1032771,11032771,19007,19|7,4,1929,755,0,1305
1032772,11032772,19007,19|7,4,1928,770,180,1107
1032773,11032773,19007,19|7,4,1924,798,270,1103
1032800,11032800,19007,19|7,4,1914,749,0,1207
1032801,11032801,19007,19|7,4,1909,755,90,1106
1032802,11032802,19007,19|7,4,1914,774,270,1205
1036101,11036101,19007,19|7,4,1966,722,0,1005
1036102,11036102,19007,19|7,4,1964,760,0,1105
1036111,11036111,19007,19|7,4,1941,738,90,1305
1036120,11036120,19007,19|7,4,1915,704,270,1204
1036124,11036124,19007,19|7,4,1902,773,90,1006
1036527,11036527,19007,19|7,4,1989,717,180,1204
1036531,11036531,19007,19|7,4,1966,772,270,1104
1036535,11036535,19007,19|7,4,1951,722,0,1204
1036738,11036738,19007,19|7,4,1997,791,0,1103
1037010,11037010,19007,19|7,4,1917,729,0,1307
1037079,11037079,19007,19|7,4,1965,742,180,1204
1037107,11037107,19007,19|7,4,1917,781,0,1104
1037369,11037369,19007,19|7,4,1996,735,90,1103
1037394,11037394,19007,19|7,4,1988,701,180,1104
1037395,11037395,19007,19|7,4,1987,755,180,1305
1037396,11037396,19007,19|7,4,1986,782,90,1104
1037397,11037397,19007,19|7,4,1990,791,90,1104
1037430,11037430,19007,19|7,4,1978,713,0,1005
1037431,11037431,19007,19|7,4,1979,722,90,1104
1037432,11037432,19007,19|7,4,1971,732,0,1206
1037433,11037433,19007,19|7,4,1971,745,270,1105
1037434,11037434,19007,19|7,4,1978,783,270,1202
1037471,11037471,19007,19|7,4,1966,731,90,1005
1037504,11037504,19007,19|7,4,1950,748,180,1306
1037505,11037505,19007,19|7,4,1948,772,0,1104
1037506,11037506,19007,19|7,4,1947,787,180,1005
1037507,11037507,19007,19|7,4,1954,794,90,1104
1037537,11037537,19007,19|7,4,1937,760,90,1104
1037538,11037538,19007,19|7,4,1941,773,0,1004
1037574,11037574,19007,19|7,4,1930,746,270,1105
1037575,11037575,19007,19|7,4,1929,771,90,1103
1037602,11037602,19007,19|7,4,1915,750,180,1006
1037603,11037603,19007,19|7,4,1915,775,0,1104
1037604,11037604,19007,19|7,4,1916,792,180,1206
1040841,11040841,19007,19|7,4,1980,795,0,1102
1040852,11040852,19007,19|7,4,1942,739,270,1005
1040853,11040853,19007,19|7,4,1923,780,180,1203
1040859,11040859,19007,19|7,4,1916,705,180,1305
1040865,11040865,19007,19|7,4,1903,774,90,1106
1040866,11040866,19007,19|7,4,1901,785,180,1006
1041288,11041288,19007,19|7,4,1967,773,180,1206
1041291,11041291,19007,19|7,4,1952,723,180,1107
1041494,11041494,19007,19|7,4,1998,792,270,1204
1041495,11041495,19007,19|7,4,1967,784,90,1004
8121,11041889,19007,19|7,18,1934,723,-90,301001
1041918,11041918,19007,19|7,18,1975,754,0,106001
1000028,11000028,20007,20|7,4,2088,710,270,1104
1000029,11000029,20007,20|7,4,2093,718,270,1306
1000030,11000030,20007,20|7,4,2090,728,180,1007
1000031,11000031,20007,20|7,4,2088,739,270,1306
1000032,11000032,20007,20|7,4,2086,767,0,1204
1000062,11000062,20007,20|7,4,2081,703,270,1007
1000063,11000063,20007,20|7,4,2081,737,270,1305
1000064,11000064,20007,20|7,4,2077,755,270,1004
1000065,11000065,20007,20|7,4,2076,770,270,1104
1000090,11000090,20007,20|7,4,2066,752,90,1004
1000091,11000091,20007,20|7,4,2069,771,0,1106
1000092,11000092,20007,20|7,4,2064,778,180,1204
1000117,11000117,20007,20|7,4,2054,719,0,1004
1000118,11000118,20007,20|7,4,2051,744,180,1104
1000119,11000119,20007,20|7,4,2056,770,270,1003
1000120,11000120,20007,20|7,4,2050,781,180,1007
1000157,11000157,20007,20|7,4,2038,709,180,1206
1000158,11000158,20007,20|7,4,2043,740,270,1004
1000159,11000159,20007,20|7,4,2042,766,0,1004
1000209,11000209,20007,20|7,4,2017,704,270,1005
1000210,11000210,20007,20|7,4,2012,731,270,1104
1000211,11000211,20007,20|7,4,2014,741,90,1305
1000235,11000235,20007,20|7,4,2008,738,90,1205
1000236,11000236,20007,20|7,4,2005,754,270,1204
1000237,11000237,20007,20|7,4,2008,768,270,1204
1003712,11003712,20007,20|7,4,2079,774,90,1104
1003720,11003720,20007,20|7,4,2043,731,90,1004
1003731,11003731,20007,20|7,4,2006,717,90,1103
1004681,11004681,20007,20|7,4,2011,750,270,1106
1004724,11004724,20007,20|7,4,2065,719,90,1305
1004834,11004834,20007,20|7,4,2089,713,0,1105
1004835,11004835,20007,20|7,4,2094,721,90,1004
1004836,11004836,20007,20|7,4,2091,731,180,1204
1004837,11004837,20007,20|7,4,2087,757,180,1103
1004869,11004869,20007,20|7,4,2082,706,0,1005
1004870,11004870,20007,20|7,4,2078,736,270,1104
1004871,11004871,20007,20|7,4,2078,758,90,1104
1004872,11004872,20007,20|7,4,2077,773,270,1103
1004899,11004899,20007,20|7,4,2067,755,180,1006
1004900,11004900,20007,20|7,4,2070,774,0,1002
1004901,11004901,20007,20|7,4,2065,781,90,1102
1004930,11004930,20007,20|7,4,2055,722,0,1206
1004931,11004931,20007,20|7,4,2052,747,270,1204
1004932,11004932,20007,20|7,4,2055,752,180,1205
1004933,11004933,20007,20|7,4,2051,784,0,1205
1004968,11004968,20007,20|7,4,2039,712,180,1004
1004969,11004969,20007,20|7,4,2040,753,0,1104
1004970,11004970,20007,20|7,4,2043,769,270,1004
1004971,11004971,20007,20|7,4,2045,783,90,1205
1004999,11004999,20007,20|7,4,2030,783,180,1204
1005021,11005021,20007,20|7,4,2018,707,270,1104
1005022,11005022,20007,20|7,4,2013,734,180,1305
1005044,11005044,20007,20|7,4,2004,704,270,1105
1005045,11005045,20007,20|7,4,2000,734,270,1007
1005046,11005046,20007,20|7,4,2009,741,90,1305
1005047,11005047,20007,20|7,4,2006,757,270,1004
1005048,11005048,20007,20|7,4,2009,771,180,1204
1008540,11008540,20007,20|7,4,2080,777,90,1104
1008550,11008550,20007,20|7,4,2044,734,270,1206
1008563,11008563,20007,20|7,4,2007,720,270,1204
1009506,11009506,20007,20|7,4,2012,753,180,1305
1009544,11009544,20007,20|7,4,2066,722,270,1204
1009652,11009652,20007,20|7,4,2089,715,180,1307
1009653,11009653,20007,20|7,4,2094,723,0,1102
1009654,11009654,20007,20|7,4,2089,744,180,1306
1009655,11009655,20007,20|7,4,2087,759,270,1105
1009656,11009656,20007,20|7,4,2087,772,180,1107
1009689,11009689,20007,20|7,4,2080,724,90,1103
1009690,11009690,20007,20|7,4,2078,738,270,1104
1009691,11009691,20007,20|7,4,2082,742,0,1306
1009692,11009692,20007,20|7,4,2077,775,270,1106
1009715,11009715,20007,20|7,4,2067,757,0,1105
1009716,11009716,20007,20|7,4,2065,783,180,1104
1009736,11009736,20007,20|7,4,2055,724,0,1306
1009737,11009737,20007,20|7,4,2051,734,90,1105
1009738,11009738,20007,20|7,4,2052,749,270,1106
1009739,11009739,20007,20|7,4,2055,754,270,1107
1009740,11009740,20007,20|7,4,2057,775,0,1306
1009763,11009763,20007,20|7,4,2039,714,180,1004
1009764,11009764,20007,20|7,4,2044,745,0,1106
1009765,11009765,20007,20|7,4,2040,755,180,1204
1009766,11009766,20007,20|7,4,2043,771,90,1204
1009794,11009794,20007,20|7,4,2030,785,270,1105
1009820,11009820,20007,20|7,4,2018,709,270,1006
1009821,11009821,20007,20|7,4,2015,746,90,1205
1009848,11009848,20007,20|7,4,2000,736,0,1004
1009849,11009849,20007,20|7,4,2009,743,180,1003
1009850,11009850,20007,20|7,4,2006,759,180,1104
1013351,11013351,20007,20|7,4,2080,779,0,1204
1014308,11014308,20007,20|7,4,2066,724,270,1004
1014423,11014423,20007,20|7,4,2091,718,90,1204
1014424,11014424,20007,20|7,4,2088,728,270,1104
1014425,11014425,20007,20|7,4,2086,739,90,1007
1014426,11014426,20007,20|7,4,2084,767,180,1205
1014461,11014461,20007,20|7,4,2079,703,270,1305
1014483,11014483,20007,20|7,4,2064,752,0,1206
1014484,11014484,20007,20|7,4,2067,771,90,1204
1014485,11014485,20007,20|7,4,2062,778,180,1205
1014511,11014511,20007,20|7,4,2048,729,270,1104
1014512,11014512,20007,20|7,4,2049,744,270,1106
1014514,11014514,20007,20|7,4,2048,781,0,1105
1014541,11014541,20007,20|7,4,2037,750,90,1205
1014542,11014542,20007,20|7,4,2040,766,0,1305
1014569,11014569,20007,20|7,4,2027,780,180,1104
1014589,11014589,20007,20|7,4,2015,704,270,1104
1014590,11014590,20007,20|7,4,2010,731,90,1307
1014591,11014591,20007,20|7,4,2012,741,180,1102
1014618,11014618,20007,20|7,4,2001,701,90,1103
1014619,11014619,20007,20|7,4,2003,754,90,1206
1014620,11014620,20007,20|7,4,2006,768,180,1004
1017617,11017617,20007,20|7,4,2077,774,270,1206
1017637,11017637,20007,20|7,4,2004,717,90,1103
1018438,11018438,20007,20|7,4,2009,750,90,1005
1018472,11018472,20007,20|7,4,2063,719,180,1107
1018575,11018575,20007,20|7,4,2091,721,0,1005
1018576,11018576,20007,20|7,4,2088,731,90,1204
1018577,11018577,20007,20|7,4,2086,742,0,1206
1018578,11018578,20007,20|7,4,2084,757,0,1106
1018579,11018579,20007,20|7,4,2084,770,0,1005
1018614,11018614,20007,20|7,4,2075,736,180,1004
1018615,11018615,20007,20|7,4,2079,740,270,1204
1018638,11018638,20007,20|7,4,2064,755,180,1205
1018639,11018639,20007,20|7,4,2062,781,0,1205
1018663,11018663,20007,20|7,4,2052,722,270,1004
1018664,11018664,20007,20|7,4,2048,732,180,1105
1018665,11018665,20007,20|7,4,2049,747,180,1105
1018666,11018666,20007,20|7,4,2052,752,270,1104
1018667,11018667,20007,20|7,4,2048,784,0,1006
1018697,11018697,20007,20|7,4,2036,712,270,1205
1018698,11018698,20007,20|7,4,2037,753,270,1206
1018699,11018699,20007,20|7,4,2040,769,0,1206
1018700,11018700,20007,20|7,4,2042,783,0,1004
1018725,11018725,20007,20|7,4,2027,783,270,1003
1018751,11018751,20007,20|7,4,2010,734,90,1006
1018782,11018782,20007,20|7,4,2001,704,0,1204
1018784,11018784,20007,20|7,4,2006,741,270,1104
1018785,11018785,20007,20|7,4,2003,757,0,1206
1022339,11022339,20007,20|7,4,2077,777,270,1005
1022349,11022349,20007,20|7,4,2041,734,270,1204
1022361,11022361,20007,20|7,4,2004,720,0,1104
1023287,11023287,20007,20|7,4,2009,753,90,1205
1023419,11023419,20007,20|7,4,2089,733,90,1205
1023420,11023420,20007,20|7,4,2087,744,270,1104
1023421,11023421,20007,20|7,4,2085,772,0,1004
1023449,11023449,20007,20|7,4,2078,724,0,1104
1023450,11023450,20007,20|7,4,2076,738,180,1004
1023451,11023451,20007,20|7,4,2080,742,270,1205
1023452,11023452,20007,20|7,4,2076,760,0,1004
1023453,11023453,20007,20|7,4,2075,775,90,1104
1023476,11023476,20007,20|7,4,2065,757,180,1103
1023477,11023477,20007,20|7,4,2068,776,180,1204
1023478,11023478,20007,20|7,4,2063,783,0,1203
1023500,11023500,20007,20|7,4,2049,734,90,1204
1023501,11023501,20007,20|7,4,2053,754,180,1204
1023534,11023534,20007,20|7,4,2038,755,90,1207
